Source,Target,weight
377409745770315,LeeAnne Locken,7768
250893468409258,Paolo Piva,10709
168529979836927,Marcelo Crivella,899
54901590317,Mistress Carrie,4880
87305114365,Jeffrey Bowyer-Chapman,10243
471097352961385,Steven Sim Chee Keong 沈志强,5403
1770900893177815,William Franklyn-Miller,2097
207034269507731,Vera Ma,2885
92350963224,Ann Louise Gittleman,8414
109517275119,Chad Rogers,11555
106965716019691,Murali Kartik,3706
100972673278193,Eat Jackson,2911
150045971681363,Marti Fischer,1466
424662057564987,Deadlox,5206
125784744146550,Brian Houston,4827
308690795852180,Akilah,10209
126364377403695,Mary Beth Roe QVC,3017
225686624229489,唐志中的老婆''小咪'',9331
433843889970580,Eric Dittelman,2607
696929163729741,Sascha Bandermann,8141
341202796021825,Devon Windsor,737
186944124707752,Jessica Kane,8933
264809563557372,宋紀妍Cindy,1252
173159381426,Pastor John F. Hannah,10958
175365042477886,Christine Eixenberger,2393
179974072086902,可希 Evenni,8727
1418864445049093,Danielle Muscato,9401
107461761380,Shanel Cooper-Sykes,7957
1455782574703023,Ellie and Jared,5805
270537533068364,יפעת קריב - Ifat Kariv,1801
111970735569899,Reginald Roundtree,5272
78750984937,Eric Carle,3794
649995871718203,Tony Hsieh,5970
65072340032,Miss Coco Peru,2492
159987205632,Skeery Jones,523
1648130535506494,Daniela Rueda,5855
237178551324,Matt Pellman,11192
138973353324,Mario Batali,1897
314850978590035,Lauren Curtis,9812
196339130526098,Ela Craciun,9460
532157313541521,Callum Gallacher,9112
758690730826275,Victor Antonio,8025
282087417992,The Alan Cox Show,9367
1667054373538354,Vasile Dîncu,910
519399914820220,亮哲。遊。藝,7326
148362681967446,Bam Aquino,8897
1617305708492250,Rahayu Mahzam,10599
255343527833352,Audrey MarshmaloO,4157
143335209058777,GermanLetsPlay,5819
33416011787,Robert Kiyosaki,8605
205666402789232,iPodKingCarter,9276
606594542863464,John Furner,381
115786245154954,Ed Fast,7965
444972982186459,Ina May Gaskin,4404
553397658103301,Pedro Superti,4071
120667224626635,Tyler Matl,9911
440439529340643,Jessica Edström (Pessi),11452
137970886260265,Rodney Yee,4795
186673558031630,Andrea Serna,1166
151007071608132,Jane Park,2575
61653507898,Emeril Lagasse,8530
206370226106292,Juan Esteban Jaramillo,10042
255792041118852,Dolph Lundgren,6783
83529552226,"Sienna Bernal, Special Needs Chef & Dwarfism Advocate",7224
130790360290659,Susan Parker WTVA,37
278706765839083,Maria Hering,5178
447562655298478,Eric Genrich,5109
116490928390739,黑咪,202
113700648650796,寶兒-吳昀廷,728
360466434043517,Mia Julia Brückner,4107
186006744781100,Oak Panthongtae Shinawatra,7202
232087996834265,Tyson Beckford,2991
192300927626560,王心嫚 Celia,4007
305996712832692,Dineo Moeketsi,2125
197050197081903,John McVeigh,11479
289266134513036,∵∴包子兒的十萬伏特∴∵,5756
183706788352013,Oravecz Nóra,7098
242485282491044,俞嫺,6609
142846889190160,The Diamond Minecart,8879
132108950149948,Anthony Wellington (Official Facebook Fanpage),2391
344100929035076,Carlos Hilsdorf,8136
1512166082438007,Dr Chris Brown,8912
271892428385,Dr. Laura Berman,4817
168856179829349,雪飛鳳舞~呂雪鳳~,9541
380391905457787,Joanna Coles,10669
265243780245696,Omarosa,4970
117280864975975,Saverio Tommasi,5318
50793054588,Omar Hussein,127
176208845829911,Sean Finn,10732
122979530521,Sarah Fisher,4884
181781801864946,Marcos Botelho,1350
597737116949793,Chyka Keebaugh,8310
26606306650,Matt Mullenweg,462
222141151174461,GRRRL TRAVELER,8531
295084510502085,Paul W. Croswell Jr.,8278
1527283957501643,Raven Stein,1333
325368147586839,董至成 - 董月花,4163
552682004853500,Andrés Sanchez,4513
144093155604505,DrKellyann,4959
191685310934925,Luisa Hartema,10023
205777579614677,Ela Tas,2990
213535372060335,GabeFlowers,3414
464775236867599,DJ Quake,7671
75553755070,Michael Smerconish,7064
140217806031083,Guty Carrera,797
45371404017,Jennifer Nguyen,4147
41595219984,Ricardo Chávez,4248
391060344337859,UFM 100.3 DJ: Yu Ling 于玲,10584
837566182929757,JEROME JARRE,4727
455117141263687,David Cruz,6118
90696587747,The HUGE Show,2271
186670641544159,Mark Dallas,11168
434969729883286,Lilly Ghalichi,8264
379960392112777,Jeffrey R Holland,8068
270479283107373,Brittanya Razavi,4798
416707608450706,Tom Steyer,1991
310790909034926,"Henry Louis Gates, Jr.",145
118813026189,Kourtney Kardashian,9288
118142884896467,Paco Chintro,8483
251495340144,Kenan Thompson,7870
388476377869272,Felix Arguelles,3881
122010853049,Cristine Reyes,8477
217421538419675,我愛偶像 Idols of Asia,8953
263559290404941,The AntMan,5650
223868061105177,Golden Gianpy,5287
261538753875531,Conexión Thalía Oficial,1278
249403588440524,DieLochis,10226
283945495056459,VP Leni Robredo,8756
295667477246047,Blue Indianapolis Colts Mascot,10095
110104832346249,DMC,759
292128847534457,Oscar Ortiz,2234
283571505035065,Brianna Mazzola,10743
149865365078484,Ilikeweylie,161
123730711370604,Kuya Tonipet Gaba,8157
114688361710,Dan Fintescu,426
287907334648881,Abstrachuje.TV,10435
546042758862267,Yuvi Grewal,8427
160403253976605,Jorge Bernal,8416
245300055495363,The Angry Grandpa,7355
520568341294924,Joakim Gomez,10000
285420644848694,Ryan Serhant,7490
374478107304,Jill Bauer QVC,10308
128298827195769,Charles Nieman,3315
29848278059,Where's Wally?,1794
174839225974140,Dalton Rangel,11333
270193833149818,Marta Riumbau,476
200465190628,Thore Schölermann,1345
92957956713,蕭煌奇,8057
699285113542248,Irene Montero,9244
187044064678009,Danielle Nottingham,7143
325384357572323,Melanie Müller,9962
101374669909037,高蕾雅 Lea♥,9711
360806784428,United States Outfitters,2615
228357970514227,Ana Beatriz Barros,7205
249383531739005,Pedro Paulo,10764
182210839452,Phil Waldrep,1916
644297932330109,Elisabeta Lipa,7521
108150572634610,TobocoTV,7280
248213712206889,Pau y Pipe,1508
198904312816,Mirjam Jaeger,10412
501938783267962,Carlos Durán,3941
107070685995490,Grant Wilson,8772
770978226269780,Luigi Gallo,1947
150708964985741,Cristian Chivu,1039
7882920945,Master P,7462
144055746963,Angela Ganote,5791
463325320492744,楊智達,4855
156275557725540,Gary L. Francione: The Abolitionist Approach to Animal Rights,10547
916436395083005,Trinny Woodall,6088
127855180619394,Princess Mandy Mo,2695
202288676772295,Jacky Kmet Biggest Loser 17,2332
285800718253351,Eugenio Siller,9965
137166729646372,Prof Dr Muhaya,1547
169571172540,Miranda Kerr,5694
810765005685621,Genie Francis,295
236859593312609,Leonard Freier,6508
253153019746,Eric Greitens,658
409183765925454,Ashla Soter,1281
306765619497658,GrPepe,959
205121102858465,Trinny and Susannah,6466
138283116313880,Mitch Hunter,5377
139215399454091,Ann Romney,484
157849674239224,Lauren Mayhew,6829
301542332123,Shaw Grigsby Fan Page,7733
318094793706,Karen Salmansohn,8201
139761688108,988 DJ : PM 彪民,2661
874712842591303,Thomas Sanders,8234
677430238960110,Kelly Chen 陳慧琳,2425
270040767652,Jochen Schropp,2527
587085507990460,Doutor Jorge Manaia,10661
883452815032033,John Ment,5527
1076273325739684,Jennifer Warner,1312
348894685159580,Angélica,8655
315674898579112,Beau Ryan,5504
1376193866021067,Exavier Pope,5013
1757441471197224,Hardik Patel,4258
173884354963,Mohammad Shaikh,3660
404836613036955,Kristen Keogh,3334
1427470474212772,Landon Clements,10572
586323901393634,Koh Poh Koon - 许宝琨,10406
1566216003594934,Dragos Syko,3770
400236990101344,Joanie Gonthier,10512
119948098035922,Lou Brutus,6083
163755210324128,Manoj aryan photography,5001
188098881250402,Pinup Doll Ashley Marie,9002
26883555847,Alan Colmes,175
196697957366,Yoga with Briohny,3191
149940010156,GiannyL,11245
129724127088305,Fb大愛型男日誌-吳忠諺,1319
364565428332,alexsmolik,10852
261813197541354,侯友宜,1426
62410468117,Dave E. Heineman,219
116898315012963,Megan Carter,1027
187306911863,Chris Powell,3578
345260619506,Trish Stratus,10715
1631545190416878,Aaron Michael Sanchez,170
587761178018808,Kemberly Richardson,343
189272624437203,Nicki Taylor,1351
135848053107807,葉瑋庭 Uni Yeh,9724
432277626835992,夏和熙,7477
128573473884902,Yoga Girl,975
699389036860506,Bianca-Olivia Konar,1807
150393218467913,Luca Parmitano,739
159467850871101,Jeremiah Widmer,4348
109005939157094,Rodrigo Gonzalez,3567
141763859193479,Steven Skyler,2696
100912123414226,Clayton Christensen,3620
566413983447399,Jeff Zausch,10928
155337801697,蔡燦得 Vega Tsai,5604
572102179478859,Rishi Desai Masterchef,8335
355202819497,Carol Tuttle,9122
112022272206077,Paula Herlo,9063
449347771751035,謝博安,8065
41260721873,Bonang Matheba,3428
769217413095898,泱泱 LYNN,6056
93506733046,Kurt Angle,342
107385649288926,Jayde Donovan,7734
223856487672829,The Young Bucks,3896
227420260633033,Rosie Pierri,883
375481475808208,Paul Osteen M.D.,5265
49337184036,Sheena Metal,2350
492665277578241,iChase,11184
356374285450,Dr. Jonny Bowden,6663
207153012643105,Daym Drops,1874
165449143519324,Pedro Torres Castilla,4435
111918652165065,Neelofa,1065
218150608197029,Catelynn & Tyler's Fanpage,7627
254204728090957,Richard Jones,2945
130912057094483,Wayde R King,10185
136783026439555,Louis Theroux,6140
718520878206426,Shivam Sharma,1245
324938920704,Steve Wariner,10334
1433227580312829,廖彥龍 Adson,1160
382746555192809,AZN's Dung Beetle,1939
80258823622,Evaggelos Venizelos,10587
338251672933872,Parviz Khosrawi,7661
363460980341948,ThioJoe,11251
119860771411431,Monte OZ,7657
159549020771769,Thom S. Rainer,1922
197989450650211,Valentina Caballero,1657
308228889212370,Paul Janke,10595
149381031766783,Erika Csiszer,3800
31983651905,Michael Mittermeier,6761
112492095500394,Darienne Lake,10101
148053572047302,邵家臻,7264
218163204867981,RuPaul,6343
152108851524413,EpicLLOYD,10351
621327167984516,Ronen Suarc,10517
671353056260883,Stefan Schreier,11164
294566347308735,David Kempton,11441
113316548730753,Samyr Laine,8553
1445228659073490,Sean Reynolds,8761
987927374573369,J.J. Green,4176
102765616428979,Krzysztof Jankowski JANKES,10786
429698783723256,Kristina Carrillo-Bucaram,5533
151909221548400,Angela Scanlon,770
1412205535708938,Will Jardell,6288
339294069482968,Maude Garrett,9137
249179191762988,Silas Malafaia,8615
45555256255,Science Bob,1059
1425662864345948,Uqasha Senrose,6673
342456373831,Tilsa Lozano Fans,7466
721294814590502,James Haarsma,4793
1236199349772601,Raluca Alexandra Prună,8712
154959084520257,Gloria Alvarez,279
110596372322549,劉香慈 Chantel Liu,7923
137729999646855,Susan Link,4289
174586137895,邵庭,1177
178834445507023,鄭愷丞 Lukas Ridge,2263
168462173340791,壯壯 / Ula Shen,388
194416057887,黃暐婷 APPLE,4667
103568597862,Kendra Wilkinson,8906
247549166390,Lilla Al-Fadji,1722
40924755977,Davide Toffolo,4955
1452964018361473,Lee Hinchcliffe,1819
13987837994,Patrick Sébastien,10829
237136196357742,Erwin Huang 黃岳永,6957
141060899270509,Lucy Pinder,10015
193556210691456,李宗霖,1528
221583707860318,Tessa Netting,9817
381017025357624,顧芮寧 Elaine Koo,3466
262525343957544,Sanela Velagic,185
449091731799185,田心女孩Shee,5332
893403010700239,Bex Palmer,1765
220264971452770,One Dapper Street,5765
155959224456168,Charo,7459
105245563152620,Catia Fonseca -  Acesse tvcatiafonseca.com.br,9405
858987937552428,Nicolle Flint Member for Boothby,7847
1561544240835865,Cosimo Petraroli Deputato M5S,3991
103551633078066,Chelsea Clinton,4892
548250278627948,Caspar Schmitz-Morkramer,931
161807307199981,MrTechnicalDifficult,7660
54606456897,CYRIL ALEXY,10203
127227703963275,Yusry Abdul Halim,4115
104889949576386,Thorsten Sleegers,8276
256502787697233,Reggie Benjamin,9532
285221481586417,Christina Mok 莫允雯,2730
131740196856542,Drakestopher,8860
45557497235,Captain C.B. Sully Sullenberger,5421
569554299743927,Damon and Jo,9949
372553831584,Tom Appleby,7536
101881436593096,Cecile Raubenheimer,8189
248287328529345,Bethany  Cammack,9673
122864787756686,The LaVigne Life,1990
109833635718750,Frank Bruno MBE,9185
145138599921,Mary Beth Chapman,6373
108063357764,988 DJ : Anson 阿晨,11106
839090456122429,Shira Lazar,7493
120713121361785,Sarah Hawkinson,10020
105092039624735,Chris Hernandez,10977
863887763651622,Mujer Luna Bella,9402
119673128103017,Rosie Jones,3934
200582873423203,Dr Brad McKay,2586
210603608974606,Joseph Hachem,3280
149298155137893,李宣榕Sharon Lee,3836
680827885279377,영국남자 Korean Englishman,7885
276350799138,Eason黃尹宣,1175
75463887713,Makeup by Paulina Perez,6032
199885703477268,Ky Evans,8797
332968523420896,Sergio O'Farrill,11308
791918000851409,Sunny Lenarduzzi,6540
356133869390,Gillian Neff,2044
67546862136,Regine Velasquez,7301
127956820587732,Autumn Ziemba Fox 8 News,10493
173188089427182,Carrie Fisher,4684
189344557746821,Rosanna Pansino,6596
533816783358122,Russell Stuart,6450
111257452230362,Yusuf Chambers,4861
152283171550383,George Kotsiopoulos,10481
440349032665137,Julian Pencilliah,7114
844609422239571,Remy 泰瑞,3476
318804298802,Nick Wright,1098
509340685776698,Marco Novelo,4896
26682172700,Benny Perez,3284
1916622851897030,Dr. 王樹偉 Tree,10698
162432513813592,Chantal Petitclerc,3929
575688469178654,Jorge Paulo Lemann,9426
450464618308182,Lisa Hochstein,8817
394215237296481,杜佳琪 Vicki,2949
101262146904,Los Pichy Boys,5398
451110401649252,林又立 Yuli Lin,3749
122645127810402,Indi Cowie Soccer Freestyler,6862
127163380684797,林虹伶〃Hongling Lin,7832
169396499772866,Sunny Megatron,10583
101861956562166,Wendy's Lookbook,3980
106252439741623,Rafa Mayoral,9039
133036320187696,Jill Blakeway,9082
68633282424,Marco Ripanti,6331
124334874243568,Erik Wahl,4412
110121579030159,王彩樺-台灣濱崎步,3403
1449262781959482,Jenny Elvers,1185
675795349163010,Serginho Groisman,6740
518620268152525,Los Jonas Vloggers,6268
515815548439346,Mitch Solarek,6659
276413952467101,林佳陵Lena,2886
1945837408977507,Michael Moates,208
638455749547888,Jamillette Gaxiola,1131
476803642374198,Holly Hagan,4969
401030469993818,Erick Jacquin,6618
193467924097776,李元玲 Cathryn Lee,3797
421922184578952,FloVloggt,6338
286165191530088,Prophetess Christina Glenn Weeks/The Atmosphere Of Miracles,1982
188334180479,WikiChava,756
156945351052109,Adam Liaw,1018
364786791076,"Victor Florencio ""Niño Prodigio""",4485
452456408134220,廖芷晴 Felia,4451
1660407097586823,Danielle Bregoli,666
26584618440,Wheeler Dealer,1927
471406046303142,胡志強,7435
464679620477,Casey Anderson,7041
144568223039,Joan Rivers,455
476891839043154,陳穎欣Yanny,9534
98818794701,Sig Hansen,3260
698014736920096,林韋君 PennyLin,4079
918414611597115,Dr Amar Prasad Reddy,6655
22166949580,Buzz Aldrin,6987
18441805845,Brassens Georges,2833
473279199452184,Badeschlappen,2472
309921685786814,Evelynchoi蔡穎恩,9011
101077149957040,KiKi Richardson,5252
434924456655326,Ebbe 伊比,5093
267145153352394,Myriam von M,1686
507569332615209,Natasha Oakley,10828
276233429169499,Jani Gabriel,4726
660315234058457,小嫻 （黃瑜嫻）,7419
119098098146896,劉浩龍 Wilfred Lau 師兄,8439
621644487915715,Afonso Motta,10874
505971802765782,陳斯亞 糖果,10970
112579688820086,Brad Nolan,9826
334544343027,新電玩快打,1431
168924696537815,د . ناصر اللحام,6051
136742403019678,HowToBeADad,1752
221523741193153,Zahia Dehar,4585
170953319581884,Jenny Claire Fox,780
260937302136,Hans Blomberg,5662
433651576712945,Cristiano Militello,2246
379819005511525,方健儀 Akina Fong,661
121721408719,The Bob Doyle Show,6811
523765691070551,Ditmir Bushati,7285
161444740566486,Tiffany Leong 梁麗芳,1244
104044186340529,Celia Ward-Wallace,1136
128981467258028,Valon,8267
241516939297449,林柏妤,5896
1462140544082829,Storm Keating,8919
301762664888,Morgan McMichaels,7988
121042946225,Johanna Klum,6455
148737338508532,Cynthia Sass,428
375820285930507,Brad Beall,9698
143849585660096,Caroline Mutoko,7171
126258114054185,曾雅蘭,6394
261113120583256,OrganizedJen,9918
536879429683515,我是小龜-楊程鈞,833
223939710991230,Adnan Ibrahim عدنان إبراهيم,8467
116939108370949,Mélanie Maynard,10773
652591298102742,Daf Entertainment,6173
156400001067453,Rover's Morning Glory,3691
432398926811525,Sitr0x,1584
1579048612327207,Hughesy and Kate,9990
764832513635970,Lauren Sisler,4831
182249954768,SEAL Of Honor,2629
266165722688,Cynthia Pasquella,2671
263148077067996,Fish Liew 廖子妤,4143
108237029260557,PIF,5376
137138042970867,TheSalonGuy,7257
223797644439821,Lucy Hale,4329
181473545215720,Katie Fehlinger,8491
283061058698171,Anna Faith,7450
203544913040809,Gregorio Duvivier,7630
331259443622897,Doctor Andrei Laslau,4598
192840367395219,Andrew Freund,7241
147311735458991,Woody & Kleiny,6803
548819511889152,سرمد الخنجر,6831
110282269057612,Jake Anderson,8810
121897031164037,الشاعر هشام الجخ - الهويس,8645
308648709157728,Chandresh Bhardwaj,10368
368013291443,Nicole Johnson,4218
226584964071534,Thee Ted Smith,44
114358738604784,WJXT4 Jennifer Waugh,7365
1609996242622923,Shudh Desi Videos,2340
112726902092107,Arlenis Sosa,4355
371545196251907,BriaAndChrissy,6643
1387977194787119,Valerie X 鴨鴨,9246
693767427388653,Todd Dewey IRT,10504
228448782279,邱宇辰 Chris,6360
61157097486,Connie Podesta Presents,11150
234455120148,Nicole Gibbons,5029
113596475334083,Mike Wolfe American Picker,8378
905581246129135,金剛 （李信樵）,3188
518469871578418,Clara Henry,4001
1540762452829393,Freddy Dodge Gold Recovery,3262
9413241483,John Gidding,3758
184660331566916,Jon Williams,2038
375099049256398,Dorian Popa,3347
161432990550665,Franz Harary,939
79065227079,Alex McCord & Simon van Kempen,2763
139355172807184,Patrick Schwarzenegger,3016
809015522529192,Amanda Holden,9377
75160290119,Al Duncan,283
1848063682126664,Julia Fux,3130
38471053686,Elizabeth Warren,5051
117511336247,YuffieBunny,4345
830441303640866,Alyssa Brackley,1002
214272171998576,Erika Flores,11328
195676678000,Bruce Fenton,3485
540506399362913,Tudi Popa,7032
56245706657,Andy Bell,8568
177115472342855,Nelson Padovani,4183
116040208534278,ChrisspyMakeup,6644
306388799493851,Delegado Waldir,2010
140878486087072,Fan. 小帆,3332
334921425116,Little Things Matter,8680
6002796793,Alanis Morissette,9410
79295852134,Grant Denyer,4095
1714025795539982,HayesGrier,7472
1071162999599275,Erik Solheim,10124
120704369643,Ashley Salazar,337
110138439156,Ken McElroy,4776
238764719559539,Reinhard Grindel,10483
267683643272117,Edmilson Rodrigues,549
660360640824526,Chris Stephens,412
134102113417911,Hannah Jeter,11049
120333531319816,KPRC2 Rachel McNeill,1258
62086105979,KevJumba,6080
143068842399175,Zachary Fiorido,1926
169289576469575,Kevin Volland,10955
894038504020410,Alexandre Padilha,2307
527895163916002,王仁甫和季芹之永遠的芹仁,6994
496926987083698,Lizzie Rovsek,5468
533022316722491,高允漢,7773
101760646583468,David Antoine,1831
140872172617131,Facundo,5434
565245653493595,Kelly Crews,3477
236400673076224,Rob on the Road,4604
179764029561,el mago masin,9361
242242012525036,Jocke & Jonna,4410
161294417293224,Eric Tai,10034
128098740565824,Claudio Di Biagio - Pagina,10746
236129233105635,José Ramos-Horta,10327
1471355599826333,Ms. Ebony J Wynn,4034
701647933179866,Christian Figueiredo,710
137302382974726,107.3 WBBL,2023
114701051917886,Carlitadolce Official,10643
514798352024506,Tana Mongeau,5997
1415477645362397,Andrew Yun,6078
248703463195,Ronnie Arias,4165
427276460721129,The Real Ray Jorden,2057
205051538675,Tintu-Mon,1228
115483441809802,Jesse Doubek,6521
211857482296579,Jair Messias Bolsonaro,3984
237342122952793,Gregory Haney,6416
125250727518820,Pastor Greg Locke,3049
1048182098536268,Matteo Brambilla,3471
198827126794664,Lori Greiner,3683
597454323666402,Downtown Josh Brown,11066
214839941918634,Sarah Gehring,10036
430938693659767,Mauro Nakada,9736
55543311406,Silvia Olmedo,3916
181811348879,Bubzbeauty Official,486
147778061898899,Lorand Soares Szasz,1826
762310680554968,Emily Canham,4053
1558416131062193,Gina Neely,8027
359573887479380,Sneakers the Corgi,9914
361940044188420,Zina and Vivian,988
165926773605019,維娜-李萱verna,5890
515995258433734,鄧絜文 Kathy,4311
179690545403414,Bishop Robert Barron,7674
196606633838730,Angela Lanter,760
1542299912715610,馨亞,5399
695741487208409,Anthony Carrino,7818
182653505094232,Davide Locatelli,5867
1680966005493521,Karina Elle,1361
310667769036699,Pascal Canfin,11342
196704400369548,Alhabib Ali Al Jifri الحبيب علي الجفري,9810
112842225434877,Daniele Battaglia - Pagina Ufficiale,5719
113085909587,Skip La Cour,925
567524889947881,Esteban Solis,2233
348692111990638,Maurizio Costanzo,2775
420068214756811,黃思婷 / 國民女神,7644
489158501159207,Anneta Politi / SWR 3,7199
511984208952144,Harnaam Kaur,5215
125808374107600,luca Tommassini,6907
164661010221756,"Terry ""Big Show"" Scroggins",10098
167146210002669,PiyanuchChanphet.com | Modeling,3676
115433045203977,Madame de Rosa,2465
1412800929033430,Emily Quinn,9771
1571034006465687,Joon Kim,1038
86224824204,Annetta Powell,9287
427110433969602,Estée Lalonde,7641
1559997534276718,หนุ่ม กรรชัย,6603
188346584702433,Aric Chen 曉天,2635
134939639897145,The Haunting of Sunshine Girl Network,8228
145288438983659,陳奕 Chen I,3892
93319279149,The Work of Byron Katie,4438
273206504846,Lexy Hell,9838
112056285495572,Leo Venegas,90
237959309709760,Winghei Chee 車泳希,7261
641969765932727,童立安 （小安）,8475
147039255336520,Tanya Wilks,1972
612070212243260,Ashley Alteman - SmashleyAshley,8154
772715112806701,Ryan Ranellone,5034
359574464219603,小麗民主教室,6541
446199948727180,Jenesuispasjolie,7426
212222774382,Kathie Lee Gifford,1114
293243119046,Miss Universe,9131
255063664564966,Anja Polzer,2354
56006924797,Jason Mercier,8013
420540474789301,李克勤 Hacken Lee,1229
473763022699380,Kristef Brothers,11128
68215662275,Steve Ward,9221
131383613601741,Coach LaMonte,4937
351604108357366,Charlotte Guizonne Namura,9972
121124891301622,Dr. Paul Dhinakaran,2018
719831544759594,Anoulack Chanthivong,448
247790845272300,Brett McGregor,6143
202701146438564,Archbishop José H. Gomez,5245
213274195354489,Ash Kumra,8914
853587468056448,Angelique Boyer,10766
254434247917588,Veronica White,5630
148700441864841,郭甜甜 Leona Qua,9553
1577326025836566,James Lock Towie,723
"1,01501281810551E+016",Danica McKellar,1308
318340278251055,Conte Lopes,803
25015171125,Georgian and Winnie Banov,4968
78421558250,Max Loong,336
118731908144833,Phaedra Parks,4995
129025397479008,Iris Strubegger,7699
206574566190045,Catherine 'Cathy' Hummels,3884
143631872371490,Benjamin O'Keefe,3813
173242422702187,Louise Roe,4277
144480345625071,Sharon Day,1618
834027803299371,CJ Pearson,6934
849756955139207,Kelley Lord,8258
113201214447,Thom Hartmann,10411
279466038916805,Mischaela Elkins,10697
238522786188447,UberHaxorNova,1130
133663279993875,Vanessa Huppenkothen,10857
566641713357739,Atl Twins,7668
111089878968354,El Fedelobo,3541
367524273403331,Rapping Dad,4764
1559067561054067,Mauricio Interiano,7037
346722445366842,Debitor,1968
442387975834165,Vincenzo Maurizio Santangelo-Portavoce 5 Stelle,913
112778422090117,Bianca Beauchamp,10940
109975709352528,Carter Reynolds,200
157849780895636,:: SlumGods ::,5584
1679669952321667,Kejmanee,2154
210257445769973,Jeb Bush,7368
142426372436758,游絲棋,10344
215449341800625,Patty 小豬,3203
267140423316556,Virginia Raffaele,10445
153871774624717,Courtney Scott,606
1452608464972555,Adam Afara,9602
1655668564718748,黎汶洛 Oscar Lai Man Lok,10472
198328023568183,Jorge G. Castañeda,7022
85184063301,Amma,3469
721409724632483,Carly Hughes,6887
130681536993313,melty,7844
121889684553341,Erick Fonseca,11410
222156407991916,조윤호,9928
372708786092940,Farnoosh Torabi,8623
292300410039,Alena Savostikova,6806
289560344324,Reverend Jesse Jackson Sr.,4875
281370741093,Raina Ellison,6510
138891106166883,Kabaret Limo,3566
1002615823123315,Monica Lewinsky,5975
143882535650010,Dr. Mallika Marshall,5914
178642445613573,Mary DeAngelis QVC,5108
1588448431443968,Patrick Cuninka,1437
1588981008020090,Sophie Kasaei,4469
130170557144182,Gabe De Guzman Official,2514
62396447048,Detlef D! Soost,5044
112465902132077,Mayhem,8158
932309033472854,Katie McGee QVC,7407
269468603809,Sincere Muzic,1913
306887089420928,Pastor Mrs Folu Adeboye,7014
331370780261480,Laurie March,11221
192917914087364,Chris Fischer,10050
137256296306999,Shera Bechard,7944
356318081073144,Mei 邱馨葦,5614
667338549975117,Jamie Oliver's Drinks Tube,1607
122574844420960,Beth Shak,7497
202839466062,小蠻 王承嫣,2862
377038919123142,Elsa Oseguera,5698
5964225853,Jason Vale Juice Master,8970
245152192541857,Sergio Lapegüe,4657
246476540299,Abby Rike Rockenbaugh,5043
160764157371498,Laura Sanchez,3230
8656712637,Mustafa Hosny,10401
501049046603288,Eleonora Evi - Portavoce M5S Parlamento Europeo,2064
153633174720850,Shaykh Muhammad Abdul Jabbar,1564
1431281770435635,Chris Ryan,1795
362336284591,Joe Polish,10039
172185706135249,Dave Silverman,10887
369613900572,Nick Vujicic,999
1420437911575209,Viktoria Lauterbach,2331
15394709586,Neelie Kroes,2863
335911529766459,June Saruwatari,8430
156703394399374,Dani Mathers,395
203818409714136,Palestrante Guilherme Machado,8765
227286815060,Treshelle M. Edmond,1566
299083560513,Elena Brower,10644
259961624025066,"Partha Nandi, MD",7825
429010670560873,Rory's Stories,11335
919888271394632,Tom Williams,6312
218904648284189,Ruby Fremon,10823
129758747061166,Valentina Vignali,9664
1648376788753394,紀曉君 Samingad,2459
114370728606834,Noah Cappe,3013
195263487157248,Deputada Federal Jô Moraes,3194
384525688224358,Tracy McMillan,5145
519242361502608,趙善恆 恆仔＠ToNick,11142
71253357381,INFORMAZIONE LIBERA,10354
246123278750705,創舞極致CharmBellydance,8490
559990754145173,Paul Teutul Sr,10388
110119339005910,Raymond Arroyo,2096
532115593475685,Noah St. John - Creator of Afformations,4820
1692358417658953,Khanyi Mbau,5076
148877668513538,Aurora Medina,10724
429064637165733,許蓁蓁,4299
339184669451168,Setareh Khatibi,7640
"1,01501000078201E+016",Wendy Davis,3145
242512075810409,Gretta Monahan,9191
449973820583,Commander Holly,2530
324498551093041,Marlene Lufen,4891
333680693321501,Giselle Blondet,2745
414966805318594,MANNNtv,6714
807502409262997,Bernardino Antelo Esper,9292
163195673690814,Daniel Garofali,5905
131668820191976,RJ Golmaal Gagan,9588
160627303980482,John Morgan,4477
279483125563424,Sue Hitzmann,10
508758905827463,Actress Maadhavi,1200
323607604390080,Steve Migs,9389
185708674815800,Karol Paciorek,2035
148664718517028,陳怡君 Mini,8883
618033671701979,ElleoftheMills,513
189760752109,Ben Huh,6547
470258659664283,Rayza Nicácio,7587
1392549074339347,宋逸民和陳維齡的幸福生活,535
142168452524990,Meteorologist Spencer Denton,9672
358850087527814,Ricardo Amorim,3319
234407833273387,Doreen Colondres,363
1392161631073918,Leeann Kossey Overstreet Amarillo,6279
218999538169505,doddleoddle,4845
195764883807862,Meteorologist Andrew Phillips,8449
128481020624668,Pandorya,5546
113463442001462,Jackie Miranne,6937
231622230209239,Nuno Eiró,10322
1404269199844600,Ted Kennedy Jr.,9061
163513589506,Bubba the Love Sponge® Show,8503
1661768174141778,Zahra Buhari,113
236282006385242,ChimneySwift11,4456
184800228131,Bereczki Zoltán Official Fanclub,4525
138357629530542,Rima Fakih,4390
225156987607179,Ligia Uriarte,7883
224149467636431,Ischtar Isik,3085
213135595558417,Atchi,7672
132706827080,Danny Cahill,11109
480575432000599,Cesar Souza Júnior,375
140210722676881,Madusa,2884
